Analysis,Component name,Id numeric,Result text,Result type,Result value
PE-IL-TEMP,Temperatura del agua,243481,10.7,N,10.700
SULFA-CI-P,Sulfatos,243481,11.0,N,10.990
THM-GCMS,Bromodiclorometano,243481,<5.0,N,4.800
THM-GCMS,Bromoformo,243481,<5.0,N,0.000
THM-GCMS,Cloroformo,243481,39.3,N,39.300
THM-GCMS,Dibromoclorometano,243481,<5.0,N,0.800
THM-GCMS,Suma Trihalometanos,243481,44.9,N,44.910
WMM-LM-CAM,Cloro combinado residual,243481,<0.10,N,0.020
CLORU-CI-P,Cloruros,243481,6.87,N,6.870
THM-GCMS,Dibromoclorometano,243482,<5.0,N,3.800
THM-GCMS,Cloroformo,243482,17.8,N,17.800
WMM-LM-CAM,Cloro combinado residual,243482,0.20,N,0.200
WMM-LM-CAM,Cloro libre residual,243482,0.77,N,0.770
AMONI-CI-P,Amonio,243482,<0.15,N,0.000
CLORU-CI-P,Cloruros,243482,15.70,N,15.700
D_CONDUCT,Conductividad a 20 ºC,243482,257,N,256.600
D_OXIDABIL,Oxidabilidad,243482,0.71,N,0.710
D_PH,pH,243482,8.21,N,8.210
D_TURBIDEZ,Turbidez,243482,<0.4,N,0.270
FECHA-AMB,Fecha comienzo de los ensayos,243482,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243482,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243482,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243482,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243482,0,N,0.000
M-016-AC1,Recuento de E. coli,243482,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243482,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243482,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243482,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243482,0.0,K,0.000
M-068-AC1,P1,243482,0,N,0.000
M-068-AC1,P2,243482,0,N,0.000
M-068-AC1,Recuento,243482,0,K,0.000
M-068-AC1,d,243482,0,N,0.000
NTRAT-CI-P,Nitratos,243482,1.74,N,1.740
NTRIT-CI-P,Nitritos,243482,<0.15,N,0.000
OXOANIONES,Bromato,243482,<2.5,N,0.000
OXOANIONES,Clorato,243482,0.450,N,0.450
OXOANIONES,Clorito,243482,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243482,7.6,N,7.600
SULFA-CI-P,Sulfatos,243482,19.4,N,19.410
THM-GCMS,Bromodiclorometano,243482,7.6,N,7.600
THM-GCMS,Bromoformo,243482,<5.0,N,0.000
THM-GCMS,Suma Trihalometanos,243482,29.3,N,29.270
THM-GCMS,Bromoformo,243483,<5.0,N,0.500
THM-GCMS,Cloroformo,243483,<5.0,N,0.000
THM-GCMS,Dibromoclorometano,243483,<5.0,N,0.000
THM-GCMS,Suma Trihalometanos,243483,<5.0,N,0.720
CLORU-CI-P,Cloruros,243483,<1.00,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243483,<15,N,1.016
D_OXIDABIL,Oxidabilidad,243483,<0.50,N,0.000
D_TURBIDEZ,Turbidez,243483,<0.4,N,0.070
FECHA-AMB,Fecha comienzo de los ensayos,243483,02/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243483,03/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243483,02/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243483,05/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243483,0,N,0.000
M-016-AC1,Recuento de E. coli,243483,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243483,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243483,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243483,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243483,0.0,K,0.000
M-068-AC1,P1,243483,0,N,0.000
M-068-AC1,P2,243483,0,N,0.000
M-068-AC1,Recuento,243483,0,K,0.000
M-068-AC1,d,243483,0,N,0.000
NTRAT-CI-P,Nitratos,243483,<1.00,N,0.000
NTRIT-CI-P,Nitritos,243483,<0.15,N,0.000
OXOANIONES,Bromato,243483,<2.5,N,0.000
OXOANIONES,Clorato,243483,<0.025,N,0.000
OXOANIONES,Clorito,243483,<0.025,N,0.000
SULFA-CI-P,Sulfatos,243483,<1.0,N,0.000
THM-GCMS,Bromodiclorometano,243483,<5.0,N,0.200
AMONI-CI-P,Amonio,243499,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243499,0.15,N,0.150
D_CONDUCT,Conductividad a 20 ºC,243499,675,N,675.000
D_OXIDABIL,Oxidabilidad,243499,1.32,N,1.320
D_PH,pH,243499,8.00,N,8.000
D_TURBIDEZ,Turbidez,243499,0.8,N,0.760
FECHA-AMB,Fecha comienzo de los ensayos,243499,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243499,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243499,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243499,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243499,0,N,0.000
M-016-AC1,Recuento de E. coli,243499,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243499,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243499,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243499,1.0,K,1.000
M-068-AC1,P1,243499,1,N,1.000
M-068-AC1,P2,243499,0,N,0.000
M-068-AC1,Recnto. Microorg. cultivables a 22 ºC,243499,Presencia /ml,O,0.000
M-068-AC1,Recuento,243499,1,K,1.000
M-068-AC1,d,243499,0,N,0.000
NA-CI-P,Sodio,243499,18.93,N,18.927
NTRAT-CI-P,Nitratos,243499,4.63,N,4.630
NTRIT-CI-P,Nitritos,243499,<0.15,N,0.000
OXOANIONES,Bromato,243499,<2.5,N,0.000
OXOANIONES,Clorato,243499,0.310,N,0.310
OXOANIONES,Clorito,243499,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243499,7.6,N,7.600
SULFA-CI-P,Sulfatos,243499,47.3,N,47.290
THM-GCMS,Bromodiclorometano,243499,10.6,N,10.600
THM-GCMS,Bromoformo,243499,<5.0,N,0.000
THM-GCMS,Cloroformo,243499,39.9,N,39.900
THM-GCMS,Dibromoclorometano,243499,<5.0,N,2.800
THM-GCMS,Suma Trihalometanos,243499,53.3,N,53.330
WMM-LM-CAM,Cloro combinado residual,243499,0.10,N,0.100
CLORU-CI-P,Cloruros,243499,27.13,N,27.130
THM-GCMS,Bromodiclorometano,243500,5.7,N,5.700
SULFA-CI-P,Sulfatos,243500,19.5,N,19.490
THM-GCMS,Cloroformo,243500,13.3,N,13.300
THM-GCMS,Dibromoclorometano,243500,<5.0,N,2.100
THM-GCMS,Suma Trihalometanos,243500,21.0,N,21.020
WMM-LM-CAM,Cloro combinado residual,243500,<0.10,N,0.070
WMM-LM-CAM,Cloro libre residual,243500,<0.10,N,0.000
AMONI-CI-P,Amonio,243500,<0.15,N,0.000
CLORU-CI-P,Cloruros,243500,13.73,N,13.730
D_CONDUCT,Conductividad a 20 ºC,243500,263,N,262.500
D_OXIDABIL,Oxidabilidad,243500,<0.50,N,0.450
D_PH,pH,243500,8.29,N,8.290
D_TURBIDEZ,Turbidez,243500,0.4,N,0.420
FECHA-AMB,Fecha comienzo de los ensayos,243500,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243500,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243500,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243500,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243500,0,N,0.000
M-016-AC1,Recuento de E. coli,243500,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243500,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243500,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243500,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243500,0.0,K,0.000
M-068-AC1,P1,243500,0,N,0.000
M-068-AC1,P2,243500,0,N,0.000
M-068-AC1,Recuento,243500,0,K,0.000
M-068-AC1,d,243500,0,N,0.000
NA-CI-P,Sodio,243500,8.64,N,8.635
NTRAT-CI-P,Nitratos,243500,1.83,N,1.830
NTRIT-CI-P,Nitritos,243500,<0.15,N,0.000
OXOANIONES,Bromato,243500,<2.5,N,0.000
OXOANIONES,Clorato,243500,0.080,N,0.080
OXOANIONES,Clorito,243500,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243500,8.3,N,8.300
THM-GCMS,Bromoformo,243500,<5.0,N,0.000
AMONI-CI-P,Amonio,243501,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243501,<0.10,N,0.060
D_CONDUCT,Conductividad a 20 ºC,243501,661,N,661.000
D_OXIDABIL,Oxidabilidad,243501,1.20,N,1.200
D_PH,pH,243501,7.96,N,7.960
D_TURBIDEZ,Turbidez,243501,2.9,N,2.930
FECHA-AMB,Fecha comienzo de los ensayos,243501,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243501,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243501,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243501,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243501,0,N,0.000
M-016-AC1,Recuento de E. coli,243501,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243501,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243501,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243501,10,N,10.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243501,1.0E+01,K,10.000
M-068-AC1,P1,243501,11,N,11.000
M-068-AC1,P2,243501,0,N,0.000
M-068-AC1,Recuento,243501,10,K,10.000
M-068-AC1,d,243501,0,N,0.000
NA-CI-P,Sodio,243501,18.55,N,18.553
NTRAT-CI-P,Nitratos,243501,4.50,N,4.500
NTRIT-CI-P,Nitritos,243501,<0.15,N,0.000
OXOANIONES,Bromato,243501,<2.5,N,0.000
OXOANIONES,Clorato,243501,0.220,N,0.220
OXOANIONES,Clorito,243501,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243501,7.7,N,7.700
SULFA-CI-P,Sulfatos,243501,47.3,N,47.270
THM-GCMS,Bromodiclorometano,243501,8.3,N,8.300
THM-GCMS,Bromoformo,243501,<5.0,N,0.000
THM-GCMS,Cloroformo,243501,29.3,N,29.300
THM-GCMS,Dibromoclorometano,243501,<5.0,N,2.200
THM-GCMS,Suma Trihalometanos,243501,39.9,N,39.870
WMM-LM-CAM,Cloro combinado residual,243501,0.15,N,0.150
CLORU-CI-P,Cloruros,243501,26.51,N,26.510
THM-GCMS,Bromoformo,243502,<5.0,N,0.000
THM-GCMS,Bromodiclorometano,243502,8.1,N,8.100
THM-GCMS,Dibromoclorometano,243502,<5.0,N,4.600
THM-GCMS,Suma Trihalometanos,243502,30.6,N,30.580
WMM-LM-CAM,Cloro combinado residual,243502,0.12,N,0.120
WMM-LM-CAM,Cloro libre residual,243502,<0.10,N,0.000
AMONI-CI-P,Amonio,243502,<0.15,N,0.000
CLORU-CI-P,Cloruros,243502,14.09,N,14.090
D_CONDUCT,Conductividad a 20 ºC,243502,256,N,256.200
D_OXIDABIL,Oxidabilidad,243502,0.78,N,0.780
D_PH,pH,243502,7.99,N,7.990
D_TURBIDEZ,Turbidez,243502,<0.4,N,0.160
FECHA-AMB,Fecha comienzo de los ensayos,243502,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243502,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243502,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243502,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243502,0,N,0.000
M-016-AC1,Recuento de E. coli,243502,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243502,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243502,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243502,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243502,0.0,K,0.000
M-068-AC1,P1,243502,0,N,0.000
M-068-AC1,P2,243502,0,N,0.000
M-068-AC1,Recuento,243502,0,K,0.000
M-068-AC1,d,243502,0,N,0.000
NA-CI-P,Sodio,243502,8.76,N,8.759
NTRAT-CI-P,Nitratos,243502,1.79,N,1.790
NTRIT-CI-P,Nitritos,243502,<0.15,N,0.000
OXOANIONES,Bromato,243502,<2.5,N,0.000
OXOANIONES,Clorato,243502,0.130,N,0.130
OXOANIONES,Clorito,243502,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243502,7.7,N,7.700
SULFA-CI-P,Sulfatos,243502,19.4,N,19.370
THM-GCMS,Cloroformo,243502,17.8,N,17.800
AMONI-CI-P,Amonio,243503,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243503,<0.10,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243503,254,N,253.900
D_OXIDABIL,Oxidabilidad,243503,0.66,N,0.660
D_PH,pH,243503,8.08,N,8.080
D_TURBIDEZ,Turbidez,243503,<0.4,N,0.120
FECHA-AMB,Fecha comienzo de los ensayos,243503,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243503,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243503,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243503,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243503,0,N,0.000
M-016-AC1,Recuento de E. coli,243503,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243503,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243503,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243503,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243503,0.0,K,0.000
M-068-AC1,P1,243503,0,N,0.000
M-068-AC1,P2,243503,0,N,0.000
M-068-AC1,Recuento,243503,0,K,0.000
M-068-AC1,d,243503,0,N,0.000
NA-CI-P,Sodio,243503,8.87,N,8.871
NTRAT-CI-P,Nitratos,243503,1.78,N,1.780
NTRIT-CI-P,Nitritos,243503,<0.15,N,0.000
OXOANIONES,Bromato,243503,<2.5,N,0.000
OXOANIONES,Clorato,243503,0.130,N,0.130
OXOANIONES,Clorito,243503,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243503,7.5,N,7.500
SULFA-CI-P,Sulfatos,243503,19.3,N,19.280
THM-GCMS,Bromodiclorometano,243503,7.7,N,7.700
THM-GCMS,Bromoformo,243503,<5.0,N,0.000
THM-GCMS,Cloroformo,243503,14.0,N,14.000
THM-GCMS,Dibromoclorometano,243503,<5.0,N,4.300
THM-GCMS,Suma Trihalometanos,243503,26.1,N,26.070
WMM-LM-CAM,Cloro combinado residual,243503,<0.10,N,0.090
CLORU-CI-P,Cloruros,243503,14.00,N,14.000
OXOANIONES,Bromato,243504,<2.5,N,0.000
NTRIT-CI-P,Nitritos,243504,<0.15,N,0.000
OXOANIONES,Clorito,243504,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243504,9.0,N,9.000
SULFA-CI-P,Sulfatos,243504,9.2,N,9.160
THM-GCMS,Bromodiclorometano,243504,<5.0,N,4.100
THM-GCMS,Bromoformo,243504,<5.0,N,0.000
THM-GCMS,Cloroformo,243504,21.5,N,21.500
THM-GCMS,Dibromoclorometano,243504,<5.0,N,0.800
THM-GCMS,Suma Trihalometanos,243504,26.5,N,26.490
WMM-LM-CAM,Cloro combinado residual,243504,0.14,N,0.140
WMM-LM-CAM,Cloro libre residual,243504,0.18,N,0.180
AMONI-CI-P,Amonio,243504,<0.15,N,0.000
CLORU-CI-P,Cloruros,243504,7.13,N,7.130
D_CONDUCT,Conductividad a 20 ºC,243504,468,N,467.700
D_OXIDABIL,Oxidabilidad,243504,1.86,N,1.860
D_PH,pH,243504,7.81,N,7.810
D_TURBIDEZ,Turbidez,243504,0.5,N,0.540
FECHA-AMB,Fecha comienzo de los ensayos,243504,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243504,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243504,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243504,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243504,0,N,0.000
M-016-AC1,Recuento de E. coli,243504,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243504,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243504,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243504,2.0,K,2.000
M-068-AC1,P1,243504,2,N,2.000
M-068-AC1,P2,243504,0,N,0.000
M-068-AC1,Recnto. Microorg. cultivables a  22 ºC,243504,Presencia /ml,O,0.000
M-068-AC1,Recuento,243504,2,K,2.000
M-068-AC1,d,243504,0,N,0.000
NA-CI-P,Sodio,243504,4.44,N,4.438
NTRAT-CI-P,Nitratos,243504,7.10,N,7.100
OXOANIONES,Clorato,243504,0.200,N,0.200
AMONI-CI-P,Amonio,243505,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243505,<0.10,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243505,466,N,465.800
D_OXIDABIL,Oxidabilidad,243505,1.65,N,1.650
D_PH,pH,243505,7.92,N,7.920
D_TURBIDEZ,Turbidez,243505,0.9,N,0.890
FECHA-AMB,Fecha comienzo de los ensayos,243505,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243505,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243505,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243505,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243505,0,N,0.000
M-016-AC1,Recuento de E. coli,243505,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243505,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243505,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243505,3.0,K,3.000
M-068-AC1,P1,243505,3,N,3.000
M-068-AC1,P2,243505,0,N,0.000
M-068-AC1,Recnto. Microorg. cultivables a 22 ºC,243505,Estimado 3 ufc/ ml,O,0.000
M-068-AC1,Recuento,243505,3,K,3.000
M-068-AC1,d,243505,0,N,0.000
NA-CI-P,Sodio,243505,4.03,N,4.031
NTRAT-CI-P,Nitratos,243505,8.15,N,8.150
NTRIT-CI-P,Nitritos,243505,<0.15,N,0.000
OXOANIONES,Bromato,243505,<2.5,N,0.000
OXOANIONES,Clorato,243505,0.190,N,0.190
OXOANIONES,Clorito,243505,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243505,8.1,N,8.100
SULFA-CI-P,Sulfatos,243505,9.8,N,9.770
THM-GCMS,Bromodiclorometano,243505,5.1,N,5.100
THM-GCMS,Bromoformo,243505,<5.0,N,0.000
THM-GCMS,Cloroformo,243505,24.6,N,24.600
THM-GCMS,Dibromoclorometano,243505,<5.0,N,0.900
THM-GCMS,Suma Trihalometanos,243505,30.7,N,30.690
WMM-LM-CAM,Cloro combinado residual,243505,0.10,N,0.100
CLORU-CI-P,Cloruros,243505,7.07,N,7.070
M-068-AC1,Recnto. Microorg. cultivables a 22 ºC,243506,Estimado 4 ufc/ ml,O,0.000
M-068-AC1,Recuento,243506,4,K,4.000
M-068-AC1,d,243506,0,N,0.000
NA-CI-P,Sodio,243506,8.11,N,8.107
NTRAT-CI-P,Nitratos,243506,1.82,N,1.820
NTRIT-CI-P,Nitritos,243506,<0.15,N,0.000
OXOANIONES,Bromato,243506,<2.5,N,0.000
OXOANIONES,Clorato,243506,0.090,N,0.090
OXOANIONES,Clorito,243506,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243506,7.6,N,7.600
SULFA-CI-P,Sulfatos,243506,18.4,N,18.430
THM-GCMS,Bromodiclorometano,243506,<5.0,N,4.100
THM-GCMS,Bromoformo,243506,<5.0,N,0.000
THM-GCMS,Cloroformo,243506,9.6,N,9.600
THM-GCMS,Dibromoclorometano,243506,<5.0,N,2.400
THM-GCMS,Suma Trihalometanos,243506,16.1,N,16.050
WMM-LM-CAM,Cloro combinado residual,243506,0.14,N,0.140
WMM-LM-CAM,Cloro libre residual,243506,<0.10,N,0.000
AMONI-CI-P,Amonio,243506,<0.15,N,0.000
CLORU-CI-P,Cloruros,243506,13.14,N,13.140
D_CONDUCT,Conductividad a 20 ºC,243506,248,N,247.900
D_OXIDABIL,Oxidabilidad,243506,0.99,N,0.990
D_PH,pH,243506,8.02,N,8.020
D_TURBIDEZ,Turbidez,243506,0.8,N,0.760
FECHA-AMB,Fecha comienzo de los ensayos,243506,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243506,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243506,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243506,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243506,0,N,0.000
M-016-AC1,Recuento de E. coli,243506,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243506,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243506,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243506,4.0,K,4.000
M-068-AC1,P1,243506,4,N,4.000
M-068-AC1,P2,243506,0,N,0.000
AMONI-CI-P,Amonio,243507,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243507,0.62,N,0.620
D_CONDUCT,Conductividad a 20 ºC,243507,249,N,249.100
D_OXIDABIL,Oxidabilidad,243507,<0.50,N,0.490
D_PH,pH,243507,8.10,N,8.100
D_TURBIDEZ,Turbidez,243507,<0.4,N,0.240
FECHA-AMB,Fecha comienzo de los ensayos,243507,03/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243507,04/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243507,03/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243507,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243507,0,N,0.000
M-016-AC1,Recuento de E. coli,243507,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243507,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243507,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243507,2.0,K,2.000
M-068-AC1,P1,243507,2,N,2.000
M-068-AC1,P2,243507,0,N,0.000
M-068-AC1,Recnto. Microorg. cultivables a  22 ºC,243507,Presencia /ml,O,0.000
M-068-AC1,Recuento,243507,2,K,2.000
M-068-AC1,d,243507,0,N,0.000
NA-CI-P,Sodio,243507,9.00,N,8.998
NTRAT-CI-P,Nitratos,243507,1.81,N,1.810
NTRIT-CI-P,Nitritos,243507,<0.15,N,0.000
OXOANIONES,Bromato,243507,<2.5,N,0.000
OXOANIONES,Clorato,243507,0.290,N,0.290
OXOANIONES,Clorito,243507,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243507,8.9,N,8.900
SULFA-CI-P,Sulfatos,243507,17.9,N,17.880
THM-GCMS,Bromodiclorometano,243507,6.7,N,6.700
THM-GCMS,Bromoformo,243507,<5.0,N,0.000
THM-GCMS,Cloroformo,243507,15.1,N,15.100
THM-GCMS,Dibromoclorometano,243507,<5.0,N,3.500
THM-GCMS,Suma Trihalometanos,243507,25.3,N,25.280
WMM-LM-CAM,Cloro combinado residual,243507,0.11,N,0.110
CLORU-CI-P,Cloruros,243507,13.99,N,13.990
AMONI-CI-P,Amonio,243514,<0.15,N,0.000
WMM-LM-CAM,Cloro libre residual,243514,<0.10,N,0.000
D_CONDUCT,Conductividad a 20 ºC,243514,164,N,163.600
D_OXIDABIL,Oxidabilidad,243514,1.08,N,1.080
D_PH,pH,243514,8.19,N,8.190
D_TURBIDEZ,Turbidez,243514,0.56,N,0.560
FECHA-AMB,Fecha comienzo de los ensayos,243514,04/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243514,05/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243514,04/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243514,06/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243514,0,N,0.000
M-016-AC1,Recuento de E. coli,243514,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243514,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243514,0,N,0.000
NA-CI-P,Sodio,243514,2.62,N,2.623
NTRAT-CI-P,Nitratos,243514,1.14,N,1.140
NTRIT-CI-P,Nitritos,243514,<0.15,N,0.050
OXOANIONES,Bromato,243514,<2.5,N,0.000
OXOANIONES,Clorato,243514,0.090,N,0.090
OXOANIONES,Clorito,243514,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243514,9.5,N,9.500
SULFA-CI-P,Sulfatos,243514,3.9,N,3.860
THM-GCMS,Bromodiclorometano,243514,<5.0,N,3.500
THM-GCMS,Bromoformo,243514,<5.0,N,0.000
THM-GCMS,Cloroformo,243514,38.5,N,38.500
THM-GCMS,Dibromoclorometano,243514,<5.0,N,1.000
THM-GCMS,Suma Trihalometanos,243514,43.0,N,42.970
WMM-LM-CAM,Cloro combinado residual,243514,<0.10,N,0.090
CLORU-CI-P,Cloruros,243514,4.21,N,4.210
AMONI-CI-P,Amonio,243515,<0.15,N,0.050
WMM-LM-CAM,Cloro libre residual,243515,0.21,N,0.210
D_CONDUCT,Conductividad a 20 ºC,243515,242,N,242.100
D_OXIDABIL,Oxidabilidad,243515,1.00,N,1.000
D_PH,pH,243515,7.94,N,7.940
D_TURBIDEZ,Turbidez,243515,<0.20,N,0.120
FECHA-AMB,Fecha comienzo de los ensayos,243515,04/02/2026,T,0.000
FECHA-AMB,Fecha fin de los ensayos,243515,05/02/2026,T,0.000
FECHA-MI,Fecha comienzo de los ensayos,243515,04/02/2026,T,0.000
FECHA-MI,Fecha fin de los ensayos,243515,09/02/2026,T,0.000
M-013-AC1,Recuento de enterococos intestinales,243515,0,N,0.000
M-016-AC1,Recuento de E. coli,243515,0,N,0.000
M-016-AC1,Recuento de bacterias coliformes,243515,0,N,0.000
M-030-AC1,Recuento C. perfringens (con esporas),243515,0,N,0.000
M-068-AC1,Microorganismos cultivables a 22 °C,243515,<1,N,1.000
M-068-AC1,Microorganismos cultivables a 22 ºC,243515,0.0,K,0.000
M-068-AC1,P1,243515,0,N,0.000
M-068-AC1,P2,243515,0,N,0.000
M-068-AC1,Recuento,243515,0,K,0.000
M-068-AC1,d,243515,0,N,0.000
NA-CI-P,Sodio,243515,8.45,N,8.446
NTRAT-CI-P,Nitratos,243515,1.86,N,1.860
NTRIT-CI-P,Nitritos,243515,<0.15,N,0.000
OXOANIONES,Bromato,243515,<2.5,N,0.000
OXOANIONES,Clorato,243515,0.090,N,0.090
OXOANIONES,Clorito,243515,<0.025,N,0.000
PE-IL-TEMP,Temperatura del agua,243515,10,N,10.000
SULFA-CI-P,Sulfatos,243515,18.6,N,18.630
THM-GCMS,Bromodiclorometano,243515,5.6,N,5.600
THM-GCMS,Bromoformo,243515,<5.0,N,0.000
THM-GCMS,Cloroformo,243515,12.9,N,12.900
THM-GCMS,Dibromoclorometano,243515,<5.0,N,2.900
THM-GCMS,Suma Trihalometanos,243515,21.4,N,21.410
WMM-LM-CAM,Cloro combinado residual,243515,0.28,N,0.280
CLORU-CI-P,Cloruros,243515,13.50,N,13.500
